,Unnamed: 0,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,type_Public,combined_25_5,combined_50_10,combined_5_1,combined_10_2,combined_<5_1,prop_high_speed,CENSUS_ID,MEDIAN_INCOME,LOG_MEDIAN_INCOME
122,614,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,2019,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,73.0,2.8,96.0,9.4,7.6,1,0.0,1.0,0.0,0.0,0.0,1.0,5915025,64737,11.078088187203576
123,619,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,2019,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,68.9,9.0,95.1,15.4,5.5,1,0.00129366106080207,0.9954721862871928,0.003234152652005175,0.0,0.0,0.9967658473479949,5915025,64737,11.078088187203576
124,624,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,2019,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,71.1,8.2,98.6,10.5,6.4,1,0.001444043321299639,0.9913357400722022,0.007220216606498195,0.0,0.0,0.9927797833935018,5915025,64737,11.078088187203576
125,629,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,2019,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,64.5,15.5,93.5,29.4,3.4,1,0.001935483870967742,0.9838709677419355,0.014193548387096775,0.0,0.0,0.9858064516129033,5915025,64737,11.078088187203576
126,634,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,2019,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.9,1.7,100.0,0.0,8.3,0,0.0,0.9987966305655837,0.0012033694344163659,0.0,0.0,0.9987966305655837,5915025,64737,11.078088187203576
127,639,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,2019,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,68.2,9.5,99.1,3.3,6.6,1,0.0,0.984070796460177,0.0008849557522123894,0.0,0.0017699115044247787,0.984070796460177,5915075,86178,11.364170203659878
128,644,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,2019,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,62.8,25.8,96.9,7.3,4.1,1,0.02359882005899705,0.9616519174041298,0.008849557522123894,0.0,0.0,0.9852507374631269,5915075,86178,11.364170203659878
129,649,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,2019,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,65.4,12.1,98.4,1.3,5.9,1,0.003207184092366902,0.9846055163566388,0.0025657472738935213,0.0,0.0006414368184733803,0.9878127004490057,5915070,86912,11.372651391478314
130,654,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,2019,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,64.0,13.9,94.1,23.8,3.3,1,0.005644402634054563,0.9774223894637818,0.0028222013170272815,0.0,0.0037629350893697085,0.9830667920978363,5915075,86178,11.364170203659878
131,659,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,2019,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,67.9,5.9,98.3,13.2,6.0,1,0.0,0.998211091234347,0.0017889087656529517,0.0,0.0,0.998211091234347,5915075,86178,11.364170203659878
132,664,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,2019,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,65.4,6.9,97.6,4.7,6.0,1,0.04205607476635514,0.9532710280373832,0.0,0.0,0.0,0.9953271028037383,5915075,86178,11.364170203659878
133,669,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,2019,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,81.8,0.0,100.0,0.0,9.4,0,0.006359300476947536,0.9809220985691574,0.00794912559618442,0.0,0.0,0.9872813990461049,5915075,86178,11.364170203659878
134,674,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,2019,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,66.5,10.6,96.1,7.5,5.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915034,74383,11.216982700088654
135,679,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,2019,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,69.3,14.1,94.9,10.3,4.4,1,0.0,0.9903201787043932,0.00967982129560685,0.0,0.0,0.9903201787043932,5915043,92922,11.43951571054423
136,684,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,2019,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,70.4,10.4,93.2,11.4,5.2,1,0.0007052186177715092,0.998589562764457,0.0007052186177715092,0.0,0.0,0.9992947813822285,5915034,74383,11.216982700088654
137,689,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,2019,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,71.9,3.8,98.6,2.5,7.6,1,0.0,0.9771062271062271,0.020146520146520148,0.0,0.0,0.9771062271062271,5915043,92922,11.43951571054423
138,694,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,2019,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,67.2,12.4,96.4,15.5,4.7,1,0.0,0.9589509692132269,0.010832383124287344,0.0,0.0,0.9589509692132269,5915034,74383,11.216982700088654
139,699,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,2019,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,69.1,8.7,95.4,6.5,5.5,1,0.0,0.9979144942648592,0.0,0.0,0.0015641293013555788,0.9979144942648592,5915039,84096,11.339714282404227
140,704,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,2019,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,64.5,12.0,95.4,12.2,4.6,1,0.0,0.9968992248062015,0.0,0.0,0.0,0.9968992248062015,5915039,84096,11.339714282404227
141,709,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,2019,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,73.0,5.9,93.9,20.9,4.7,0,0.0,0.9766566265060241,0.004518072289156626,0.0,0.0,0.9766566265060241,5915039,84096,11.339714282404227
142,714,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,2019,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,72.7,2.5,100.0,0.0,8.1,0,0.0,0.8926701570680629,0.010471204188481676,0.0,0.005235602094240838,0.8926701570680629,5915039,84096,11.339714282404227
143,719,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,2019,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,67.4,9.6,97.7,11.9,4.9,1,0.0,0.9975267930750206,0.00247320692497939,0.0,0.0,0.9975267930750206,5915051,67119,11.114222442341186
144,724,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,2019,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,69.5,4.5,97.8,6.0,6.4,1,0.0,0.9885386819484241,0.0009551098376313276,0.0,0.0,0.9885386819484241,5915046,103981,11.551963469125544
145,729,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,2019,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,72.5,4.6,98.9,2.4,7.3,1,0.0,1.0,0.0,0.0,0.0,1.0,5915046,103981,11.551963469125544
146,734,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,2019,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,70.7,6.7,100.0,3.7,6.8,1,0.0,0.9597826086956521,0.04021739130434782,0.0,0.0,0.9597826086956521,5915046,103981,11.551963469125544
147,739,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,2019,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,70.2,5.7,98.8,10.9,6.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915051,67119,11.114222442341186
148,744,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,2019,North Vancouver,Gr 12 enrolment: 113,0.2,12.9,0.2,71.7,4.7,95.3,2.9,6.3,1,0.0,0.9309576837416481,0.035634743875278395,0.0,0.0,0.9309576837416481,5915046,103981,11.551963469125544
149,749,2019/2020,4496062,St Thomas Aquinas,44,North Vancouver,Independent,541 Keith Rd W,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3194862,-123.08732,2019,North Vancouver,Gr 12 enrolment: 133,0.0,9.9,0.0,75.9,5.4,99.2,0.7,8.0,0,0.000925925925925926,0.9953703703703703,0.003703703703703704,0.0,0.0,0.9962962962962962,5915051,67119,11.114222442341186
150,754,2019/2020,4545010,Sentinel Secondary,45,West Vancouver,Public,1250 Chartwell Dr,West Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34514634,-123.150574,2019,West Vancouver,Gr 12 enrolment: 293,3.8,4.3,26.1,73.6,3.5,100.0,2.4,7.9,1,0.0,0.9962121212121212,0.003787878787878788,0.0,0.0,0.9962121212121212,5915055,89808,11.40542933718198
151,759,2019/2020,4545015,West Vancouver Secondary,45,West Vancouver,Public,1750 Mathers Ave,West Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3378016,-123.1613719,2019,West Vancouver,Gr 12 enrolment: 299,7.4,9.1,0.0,69.2,7.4,98.3,4.3,6.8,1,0.0,0.9855630413859481,0.014436958614051972,0.0,0.0,0.9855630413859481,5915055,89808,11.40542933718198
152,764,2019/2020,4545081,Rockridge Secondary,45,West Vancouver,Public,5350 Headland Dr,West Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.34888411,-123.2529882,2019,West Vancouver,Gr 12 enrolment: 170,2.4,14.1,0.0,72.9,5.5,97.0,5.7,7.3,1,0.01959869342043864,0.949603359776015,0.012599160055996267,0.0,0.011199253383107793,0.9692020531964536,5915055,89808,11.40542933718198
153,769,2019/2020,4596367,Collingwood School,45,West Vancouver,Independent,70 Morven Dr,West Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.3604904,-123.120057,2019,West Vancouver,Gr 12 enrolment: 110,0.0,8.7,0.0,80.2,0.0,100.0,0.9,9.2,0,0.003875968992248062,0.9961240310077519,0.0,0.0,0.0,1.0,5915055,89808,11.40542933718198
154,774,2019/2020,4596701,Mulgrave School,45,West Vancouver,Independent,2330 Cypress Bowl Lane,West Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.34950929,-123.1944224,2019,West Vancouver,Gr 12 enrolment: 82,0.0,0.2,0.0,81.2,2.4,100.0,0.0,9.2,0,0.0,0.9982698961937716,0.0017301038062283738,0.0,0.0,0.9982698961937716,5915055,89808,11.40542933718198
155,779,2019/2020,4646008,Elphinstone Secondary,46,Sunshine Coast,Public,PO Box 770,Gibsons,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.40744108,-123.5172043,2019,Gibsons,Gr 12 enrolment: 96,2.6,16.3,0.0,72.0,0.0,100.0,1.1,7.6,1,0.06586578293289147,0.871996685998343,0.0,0.0,0.02568351284175642,0.9378624689312345,5929005,57370,10.957276797595917
156,784,2019/2020,4646017,Chatelech Secondary,46,Sunshine Coast,Public,PO Box 1430,Sechelt,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.47352508,-123.7689176,2019,Sechelt,Gr 12 enrolment: 81,2.2,24.4,0.0,68.7,5.3,94.8,8.7,5.8,1,0.02880784554091327,0.9206251915415262,0.00398406374501992,0.0,0.0,0.9494330370824395,5929011,58888,10.983392613738541
157,789,2019/2020,4747021,Brooks Secondary,47,Powell River,Public,5400 Marine Ave,Powell River,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.86258188,-124.542512,2019,Powell River,Gr 12 enrolment: 177,0.5,16.8,0.0,64.7,13.5,93.2,25.3,4.5,1,0.02337840935136374,0.5707082282832913,0.04836121934448774,0.036901214760485905,0.0018336007334402934,0.594086637634655,5927008,56525,10.94243829714617
158,794,2019/2020,4848004,Howe Sound Secondary,48,Sea to Sky,Public,PO Box 99 STN Main,Squamish,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.70699989,-123.1508761,2019,Squamish,Gr 12 enrolment: 146,0.3,7.5,12.3,68.7,7.4,98.7,0.2,7.1,1,0.05242610150585611,0.8906860011154489,0.0011154489682097045,0.0,0.03792526491912995,0.9431121026213051,5931006,89012,11.396526471086007
159,799,2019/2020,4848021,Pemberton Secondary,48,Sea to Sky,Public,PO Box 40,Pemberton,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.3235034,-122.801054,2019,Pemberton,Gr 12 enrolment: 45,7.2,15.9,31.0,75.9,0.0,100.0,14.0,7.7,1,0.036036036036036036,0.590990990990991,0.14054054054054055,0.0,0.017117117117117116,0.627027027027027,5931012,84224,11.341235195244934
160,804,2019/2020,4848022,Whistler Secondary,48,Sea to Sky,Public,8000 Alpine Way,Whistler,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.15096025,-122.9601872,2019,Whistler,Gr 12 enrolment: 89,4.6,9.6,23.8,71.1,4.3,98.9,6.2,7.0,1,0.03260225251926497,0.947836395969176,0.002963841138114997,0.0,0.0,0.980438648488441,5931020,79752,11.28667709870254
161,809,2019/2020,5112002,Grand Forks Secondary,51,Boundary,Public,PO Box 339,Grand Forks,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.03083662,-118.4515507,2019,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,70.1,2.9,100.0,5.4,8.2,1,0.08185245018847603,0.719439956919763,0.015078082929456112,0.0,0.044695745826602046,0.801292407108239,5905032,49097,10.80155321211961
162,814,2019/2020,5252018,Charles Hays Secondary,52,Prince Rupert,Public,PO Box 520,Prince Rupert,Standard School                         ,SECONDARY,YES,YES,NO,NO,54.3111547,-130.3042523,2019,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,66.6,11.7,96.4,27.2,6.7,1,0.025423728813559324,0.8043785310734464,0.0,0.0,0.125,0.8298022598870057,5947012,73284,11.202097583011135
163,819,2019/2020,5314001,Southern Okanagan Secondary,53,Okanagan Similkameen,Public,PO Box 990,Oliver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18139783,-119.5568363,2019,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,63.6,10.9,100.0,10.6,5.6,1,0.0821173104434907,0.7361945636623748,0.006580829756795422,0.02374821173104435,0.020314735336194562,0.8183118741058655,5907014,54656,10.908814277148242
164,824,2019/2020,5316004,Similkameen Elem-Secondary,53,Okanagan Similkameen,Public,PO Box 410,Keremeos,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.20977831,-119.8186293,2019,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,65.3,7.0,100.0,4.9,5.5,1,0.6705286024619841,0.0608254887762491,0.020275162925416364,0.0,0.09630702389572773,0.7313540912382331,5907009,43922,10.690170612487238
165,829,2019/2020,5454011,Houston Secondary,54,Bulkley Valley,Public,PO Box 1600,Houston,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.38876028,-126.6531898,2019,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,66.9,5.6,91.9,16.6,6.0,1,0.15363385464581417,0.3201471941122355,0.42318307267709293,0.0,0.0,0.4737810487580497,5951034,80477,11.295726708296838
166,834,2019/2020,5454013,Smithers Secondary,54,Bulkley Valley,Public,PO Box 849,Smithers,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.79003818,-127.1806896,2019,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,69.5,8.3,97.9,20.7,5.5,1,0.134274010013655,0.4701866181156122,0.3727810650887574,0.0,0.0004551661356395084,0.6044606281292672,5951043,74610,11.22002982546556
167,839,2019/2020,5757012,Duchess Park Secondary,57,Prince George,Public,747 Winnipeg St,Prince George,Standard School                         ,SECONDARY,YES,YES,NO,NO,53.9164941,-122.7582139,2019,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,69.0,6.9,94.1,21.3,5.6,1,0.05771050141911069,0.8864711447492905,0.033112582781456956,0.005676442762535478,0.002838221381267739,0.9441816461684012,5953023,75690,11.234401330303212
168,844,2019/2020,5757036,Prince George Secondary,57,Prince George,Public,2901 Griffiths Ave,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.9027216,-122.7785709,2019,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,65.8,11.3,95.0,21.6,5.0,1,0.0024193548387096775,0.9975806451612903,0.0,0.0,0.0,1.0,5953023,75690,11.234401330303212
169,849,2019/2020,5757047,Kelly Road/Shas ti Secondary,57,Prince George,Public,4540 Handlen Rd,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.99681095,-122.8034371,2019,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,63.6,9.5,97.8,9.2,4.3,1,0.19174275506153235,0.6177054386661374,0.03017070265978563,0.0011909487892020642,0.048828900357284634,0.8094481937276697,5953023,75690,11.234401330303212
170,854,2019/2020,5757100,D P Todd Secondary,57,Prince George,Public,4444 Hill Ave,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.92364025,-122.8128259,2019,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,66.5,10.0,93.3,25.4,3.5,1,0.05100286532951289,0.8068767908309455,0.042406876790830945,0.002292263610315186,0.008022922636103151,0.8578796561604585,5953023,75690,11.234401330303212
171,859,2019/2020,5757101,College Heights Secondary,57,Prince George,Public,6180 Domano Blvd,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.86343631,-122.7640654,2019,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,69.9,2.1,98.6,10.2,7.0,1,0.1501749920458161,0.657651924912504,0.06649697741011772,0.009545020680878142,0.005090677696468342,0.8078269169583201,5953023,75690,11.234401330303212
172,864,2019/2020,5831005,Merritt Secondary,58,Nicola-Similkameen,Public,PO Box 5100,Merritt,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.1090735,-120.7961077,2019,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,65.2,9.6,100.0,9.0,4.9,1,0.14531117994931006,0.30977189524077725,0.12221909321317939,0.034638130104196,0.1315122500704027,0.4550830751900873,5933006,62544,11.043625588032736
173,869,2019/2020,5959008,Dawson Creek Secondary,59,Peace River South,Public,10701 10 St,Dawson Creek,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.7507264,-120.2427331,2019,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,64.8,9.1,99.3,22.3,6.4,1,0.4083885209713024,0.4287466274221241,0.10056414029923964,0.0,0.0029433406916850625,0.8371351483934265,5955014,79211,11.279870457047238
174,874,2019/2020,5959011,Chetwynd Secondary,59,Peace River South,Public,5000-46 Street PO Box 447,Chetwynd,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.69558331,-121.6121916,2019,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,58.0,26.7,97.7,21.9,0.0,1,0.4958572339069471,0.13957934990439771,0.09369024856596558,0.0,0.0025493945188017845,0.6354365838113448,5955010,90709,11.415411859405351
175,879,2019/2020,6060015,North Peace Secondary,60,Peace River North,Public,9304 86 St,Fort St John,Standard School                         ,SECONDARY,YES,YES,NO,NO,56.2400407,-120.8227386,2019,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,63.7,11.2,93.7,26.0,3.5,1,0.24605879846612697,0.5722198551342139,0.05943757988922028,0.0,0.0,0.8182786536003409,5955034,102903,11.541542075916107
176,884,2019/2020,6161018,Victoria High,61,Greater Victoria,Public,1260 Grant St,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.42968134,-123.3466759,2019,Victoria,Gr 12 enrolment: 207,10.8,15.5,14.5,63.9,16.7,96.1,25.4,4.1,1,0.0009510223490252021,0.9990489776509748,0.0,0.0,0.0,1.0,5917034,53126,10.88042172957897
177,889,2019/2020,6161024,Oak Bay Secondary,61,Greater Victoria,Public,2121 Cadboro Bay Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.43221175,-123.317427,2019,Victoria,Gr 12 enrolment: 350,3.5,11.6,22.7,72.4,6.3,98.5,4.7,6.7,1,0.0019646365422396855,0.9980353634577603,0.0,0.0,0.0,1.0,5917030,93529,11.446026827614784
178,894,2019/2020,6161048,Esquimalt High,61,Greater Victoria,Public,847 Colville Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.43831269,-123.3964158,2019,Victoria,Gr 12 enrolment: 150,3.4,17.2,18.1,63.7,15.8,95.8,31.2,3.8,1,0.0,1.0,0.0,0.0,0.0,1.0,5917040,60424,11.009141655993284
179,899,2019/2020,6161049,Mount Douglas Secondary,61,Greater Victoria,Public,3970 Gordon Head Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.47133647,-123.3182574,2019,Victoria,Gr 12 enrolment: 239,4.6,9.8,0.0,68.1,15.6,96.4,13.6,4.9,1,0.0,1.0,0.0,0.0,0.0,1.0,5917021,77282,11.255216348468705
180,904,2019/2020,6161057,Reynolds Secondary,61,Greater Victoria,Public,3963 Borden St,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4686656,-123.3594913,2019,Victoria,Gr 12 enrolment: 288,9.2,11.2,25.4,67.5,14.0,97.3,10.4,5.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5917021,77282,11.255216348468705
181,909,2019/2020,6161063,Spectrum Community,61,Greater Victoria,Public,957 Burnside Rd W,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.46232474,-123.4072902,2019,Victoria,Gr 12 enrolment: 299,4.0,15.8,0.0,66.2,11.2,95.7,15.8,5.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5917021,77282,11.255216348468705
182,914,2019/2020,6161064,Lambrick Park Secondary,61,Greater Victoria,Public,4139 Torquay Dr,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.47948169,-123.3307863,2019,Victoria,Gr 12 enrolment: 181,2.3,12.1,0.0,61.9,20.5,90.8,21.4,1.9,1,0.0,0.9960668633235005,0.0,0.0,0.0,0.9960668633235005,5917021,77282,11.255216348468705
183,919,2019/2020,6196008,St Michaels University School - Senior,61,Greater Victoria,Independent,3400 Richmond Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.45210537,-123.3285068,2019,Victoria,Gr 12 enrolment: 145,5.6,4.2,0.0,77.2,2.8,100.0,0.0,8.1,0,0.0,1.0,0.0,0.0,0.0,1.0,5917021,77282,11.255216348468705
184,924,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,2019,Victoria,Gr 12 enrolment: 56,3.6,11.3,0.0,80.0,1.7,98.2,3.5,8.4,0,0.0008733624454148472,0.9991266375545852,0.0,0.0,0.0,1.0,5917034,53126,10.88042172957897
185,929,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,2019,Victoria,Gr 12 enrolment: 101,0.8,10.0,0.0,69.4,11.0,92.7,5.7,4.3,0,0.0,1.0,0.0,0.0,0.0,1.0,5917021,77282,11.255216348468705
186,934,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,2019,Victoria,Gr 12 enrolment: 392,4.1,14.6,14.1,64.8,11.7,94.4,13.9,4.0,1,0.0011173184357541898,0.9966480446927374,0.0005586592178770949,0.0,0.0005586592178770949,0.9977653631284916,5917044,80331,11.293910877739696
