,Unnamed: 0,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,type_Public,combined_25_5,combined_50_10,combined_5_1,combined_10_2,combined_<5_1,prop_high_speed,CENSUS_ID,MEDIAN_INCOME,LOG_MEDIAN_INCOME
53,269,2019/2020,3636079,L A Matheson Secondary,36,Surrey,Public,9484 122 St,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17536488,-122.8834549,2019,Surrey,Gr 12 enrolment: 233,10.9,13.7,0.0,62.6,14.2,91.7,23.0,3.5,1,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
54,274,2019/2020,3636105,Earl Marriott Secondary,36,Surrey,Public,15751 16 Ave,Surrey,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.03164575,-122.7854438,2019,Surrey,Gr 12 enrolment: 317,3.1,11.3,23.5,68.4,8.4,98.3,7.8,5.9,1,0.0005810575246949448,0.9877977919814062,0.011621150493898896,0.0,0.0,0.9883788495061011,5915004,77494,11.257955792989566
55,279,2019/2020,3636106,Frank Hurt Secondary,36,Surrey,Public,13940 77 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14230928,-122.8359391,2019,Surrey,Gr 12 enrolment: 274,21.0,12.9,0.0,65.2,12.4,94.2,20.6,5.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
56,284,2019/2020,3636114,Enver Creek Secondary,36,Surrey,Public,14505 84 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1558268,-122.8202437,2019,Surrey,Gr 12 enrolment: 282,6.9,9.8,0.0,67.4,8.9,98.0,8.2,5.5,1,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
57,289,2019/2020,3636141,Fraser Heights Secondary,36,Surrey,Public,16060 108 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.197924,-122.7769818,2019,Surrey,Gr 12 enrolment: 294,6.5,9.0,0.0,72.0,6.6,97.4,7.4,7.1,1,0.0,0.9989658738366081,0.0,0.0,0.0,0.9989658738366081,5915004,77494,11.257955792989566
58,294,2019/2020,3636150,Tamanawis Secondary,36,Surrey,Public,12600 66 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12210518,-122.8715022,2019,Surrey,Gr 12 enrolment: 304,9.9,8.2,0.0,66.7,9.2,95.7,11.3,5.3,1,0.0,0.9991181657848325,0.0,0.0,0.0,0.9991181657848325,5915004,77494,11.257955792989566
59,299,2019/2020,3636156,Elgin Park Secondary,36,Surrey,Public,13484 24 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.04485284,-122.8486418,2019,Surrey,Gr 12 enrolment: 261,9.5,12.0,0.0,71.0,6.9,98.7,5.8,6.7,1,0.0,0.9776867030965392,0.022313296903460837,0.0,0.0,0.9776867030965392,5915004,77494,11.257955792989566
60,304,2019/2020,3636164,Sullivan Heights Secondary,36,Surrey,Public,6248 144 St,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.11641756,-122.8217431,2019,Surrey,Gr 12 enrolment: 329,7.1,9.0,0.0,68.4,7.5,95.4,11.3,5.5,1,0.0,0.9501018329938901,0.04684317718940937,0.0,0.0,0.9501018329938901,5915004,77494,11.257955792989566
61,309,2019/2020,3636167,Fleetwood Park Secondary,36,Surrey,Public,7940 156 St,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14779053,-122.7888756,2019,Surrey,Gr 12 enrolment: 304,9.1,9.3,0.0,70.3,5.2,96.8,8.9,7.0,1,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
62,314,2019/2020,3636175,Clayton Heights Secondary,36,Surrey,Public,7003 188 St,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12907463,-122.7032007,2019,Surrey,Gr 12 enrolment: 278,5.0,13.9,0.0,67.3,10.1,95.8,11.0,5.4,1,0.0007209805335255948,0.9985580389329488,0.0,0.0,0.0007209805335255948,0.9992790194664745,5915004,77494,11.257955792989566
63,319,2019/2020,3636232,Panorama Ridge Secondary,36,Surrey,Public,13220 64 Ave,Surrey,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.11814368,-122.8551692,2019,Surrey,Gr 12 enrolment: 304,5.3,8.1,12.6,68.2,8.1,97.2,6.7,6.1,1,0.0,0.989247311827957,0.0,0.0,0.0,0.989247311827957,5915004,77494,11.257955792989566
64,324,2019/2020,3636246,Princess Margaret Secondary,36,Surrey,Public,12870 72 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13179769,-122.8657613,2019,Surrey,Gr 12 enrolment: 278,17.9,10.4,0.0,65.5,10.9,91.9,18.0,4.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
65,329,2019/2020,3636248,Kwantlen Park Secondary,36,Surrey,Public,10441 132 St,Surrey,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.19251433,-122.8577438,2019,Surrey,Gr 12 enrolment: 273,11.3,10.8,17.5,66.3,12.3,89.4,21.1,3.3,1,0.0,0.9965546942291128,0.0034453057708871662,0.0,0.0,0.9965546942291128,5915004,77494,11.257955792989566
66,334,2019/2020,3696166,Holy Cross Regional High School,36,Surrey,Independent,16193 88 Ave,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16397577,-122.7751833,2019,Surrey,Gr 12 enrolment: 164,0.0,8.2,0.0,69.6,2.5,100.0,0.7,6.8,0,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
67,339,2019/2020,3696266,Surrey Christian,36,Surrey,Independent,8930-162 St,Surrey,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.16417683,-122.7726238,2019,Surrey,Gr 12 enrolment: 107,1.9,8.7,0.1,70.7,7.7,100.0,4.9,6.4,0,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
68,344,2019/2020,3696394,Pacific Academy,36,Surrey,Independent,10238 168 St,Surrey,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.18886767,-122.7552654,2019,Surrey,Gr 12 enrolment: 115,1.0,7.0,0.0,77.2,0.9,100.0,1.4,8.7,0,0.0,0.9758308157099698,0.00906344410876133,0.0,0.004531722054380665,0.9758308157099698,5915004,77494,11.257955792989566
69,349,2019/2020,3696476,Regent Christian Academy,36,Surrey,Independent,15100 66A Ave,Surrey,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.12247027,-122.8041244,2019,Surrey,Gr 12 enrolment: 54,0.3,5.0,0.0,68.9,13.7,96.2,2.5,5.3,0,0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
70,354,2019/2020,3696585,Khalsa Secondary School (Surrey),36,Surrey,Independent,10589 124 St,Surrey,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19428758,-122.8790186,2019,Surrey,Gr 12 enrolment: 55,0.0,0.6,0.0,67.2,10.0,98.1,11.5,4.4,0,0.01358695652173913,0.9415760869565217,0.04483695652173913,0.0,0.0,0.9551630434782609,5915004,77494,11.257955792989566
71,359,2019/2020,3696610,Southridge School,36,Surrey,Independent,2656 160 St,Surrey,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.05064637,-122.7761638,2019,Surrey,Gr 12 enrolment: 70,0.0,6.2,0.0,85.4,0.0,100.0,0.0,10.0,0,0.0,0.9980343980343981,0.0004914004914004914,0.0,0.0014742014742014742,0.9980343980343981,5915004,77494,11.257955792989566
72,364,2019/2020,3737003,Delta Secondary,37,Delta,Public,4615 51 St,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.08615943,-123.0841377,2019,Delta,Gr 12 enrolment: 245,1.1,21.3,0.3,66.1,7.6,97.6,7.7,6.3,1,0.020624303232998884,0.9777034559643255,0.0,0.0,0.0,0.9983277591973244,5915011,92300,11.432799420490943
73,369,2019/2020,3737012,North Delta Secondary,37,Delta,Public,11447 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1531698,-122.9049721,2019,Delta,Gr 12 enrolment: 225,6.5,12.5,0.0,65.2,11.7,94.8,12.4,4.9,1,0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
74,374,2019/2020,3737021,Delview Secondary,37,Delta,Public,9111 116 St,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16909079,-122.9023101,2019,Delta,Gr 12 enrolment: 133,3.9,17.9,0.0,66.5,7.6,100.0,1.1,6.7,1,0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
75,379,2019/2020,3737034,Burnsview Secondary,37,Delta,Public,7658 112 St,Delta,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.14179638,-122.9116716,2019,Delta,Gr 12 enrolment: 143,5.9,10.1,41.7,68.5,7.2,98.5,5.0,6.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
76,384,2019/2020,3737037,South Delta Secondary,37,Delta,Public,750 53 St,Delta,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.01669018,-123.0758668,2019,Delta,Gr 12 enrolment: 307,1.1,15.4,24.6,67.0,7.6,97.7,15.2,5.1,1,0.0,0.9564541213063764,0.0,0.0,0.04354587869362364,0.9564541213063764,5915011,92300,11.432799420490943
77,389,2019/2020,3737038,Sands Secondary,37,Delta,Public,10840 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406,2019,Delta,Gr 12 enrolment: 141,2.2,16.9,0.0,67.6,5.0,95.6,4.8,6.0,1,0.0,0.9798850574712644,0.020114942528735632,0.0,0.0,0.9798850574712644,5915011,92300,11.432799420490943
78,394,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,2019,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,69.9,7.9,98.0,7.2,6.3,1,0.0016515276630883566,0.9925681255161024,0.00495458298926507,0.0,0.0,0.9942196531791908,5915011,92300,11.432799420490943
79,399,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,2019,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,78.0,0.0,100.0,0.0,9.1,0,0.04216867469879518,0.9578313253012049,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
80,404,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,2019,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,74.6,1.0,94.3,17.1,7.5,1,0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
81,409,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,2019,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,67.2,12.7,94.3,16.5,4.1,1,0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
82,414,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,2019,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,73.3,2.4,98.9,7.6,8.1,1,0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
83,419,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,2019,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,68.5,8.7,97.8,7.9,5.3,1,0.0019821605550049554,0.998017839444995,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
84,424,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,2019,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,68.1,9.1,91.2,14.5,5.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
85,429,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,2019,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,71.2,8.1,96.6,5.9,6.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
86,434,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,2019,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,67.8,4.4,96.3,11.8,6.6,1,0.0015552099533437014,0.9502332814930016,0.04821150855365474,0.0,0.0,0.9517884914463453,5915015,65241,11.085843384637098
87,439,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,2019,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,72.1,2.6,98.7,6.9,7.8,1,0.007797270955165692,0.9873294346978557,0.0,0.0,0.0,0.9951267056530214,5915015,65241,11.085843384637098
88,444,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,2019,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,66.1,11.0,91.0,16.0,4.3,1,0.0,0.9988851727982163,0.0011148272017837235,0.0,0.0,0.9988851727982163,5915015,65241,11.085843384637098
89,449,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,2019,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,71.1,4.7,97.4,9.2,5.9,1,0.002849002849002849,0.9943019943019943,0.002849002849002849,0.0,0.0,0.9971509971509971,5915015,65241,11.085843384637098
90,454,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,2019,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,82.2,0.0,98.7,2.1,9.9,0,0.002577319587628866,0.9278350515463918,0.04639175257731959,0.0,0.007731958762886598,0.9304123711340206,5915015,65241,11.085843384637098
91,459,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,2019,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,9.6,93.9,22.7,4.7,1,0.009950248756218905,0.9519071310116086,0.03814262023217247,0.0,0.0,0.9618573797678275,5915022,65327,11.087160706070168
92,464,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,2019,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,72.6,3.4,97.8,8.4,7.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
93,469,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,2019,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,66.4,13.2,96.7,26.8,4.5,1,0.0,0.9982905982905983,0.0017094017094017094,0.0,0.0,0.9982905982905983,5915022,65327,11.087160706070168
94,474,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,2019,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.5,3.8,97.2,13.1,6.6,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
95,479,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,2019,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,65.1,7.6,95.3,28.1,5.2,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
96,484,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,2019,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,75.8,1.7,100.0,0.8,8.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
97,489,2019/2020,3939010,Templeton Secondary,39,Vancouver,Public,727 Templeton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792305,-123.060861,2019,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,71.0,3.6,92.9,17.7,6.3,1,0.004807692307692308,0.9951923076923077,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
98,494,2019/2020,3939011,Vancouver Technical Secondary,39,Vancouver,Public,2600 Broadway E,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26143698,-123.0516382,2019,Vancouver,Gr 12 enrolment: 300,3.7,10.6,20.7,70.7,4.3,95.9,13.9,5.8,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
99,499,2019/2020,3939012,Point Grey Secondary,39,Vancouver,Public,5350 East Blvd,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23748018,-123.1533877,2019,Vancouver,Gr 12 enrolment: 187,3.7,11.4,0.0,73.3,3.4,98.8,6.3,7.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
100,504,2019/2020,3939014,Gladstone Secondary,39,Vancouver,Public,4105 Gladstone St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.2485455,-123.0615979,2019,Vancouver,Gr 12 enrolment: 186,4.6,14.7,0.0,66.7,9.6,93.1,24.2,5.0,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
101,509,2019/2020,3939015,Sir Winston Churchill Secondary,39,Vancouver,Public,7055 Heather St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2207332,-123.1251179,2019,Vancouver,Gr 12 enrolment: 402,6.1,6.6,26.2,70.5,6.1,96.4,11.2,5.9,1,0.001394700139470014,0.9937238493723849,0.0048814504881450485,0.0,0.0,0.9951185495118549,5915022,65327,11.087160706070168
102,514,2019/2020,3939016,Killarney Secondary,39,Vancouver,Public,6454 Killarney St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.2255845,-123.0441489,2019,Vancouver,Gr 12 enrolment: 442,5.3,14.0,0.0,67.8,8.4,93.4,31.5,4.5,1,0.0,0.9943093636833937,0.005690636316606311,0.0,0.0,0.9943093636833937,5915022,65327,11.087160706070168
103,519,2019/2020,3939017,Sir Charles Tupper Secondary,39,Vancouver,Public,419 24th Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24965305,-123.095454,2019,Vancouver,Gr 12 enrolment: 242,8.9,17.2,0.0,67.2,8.3,93.1,21.3,5.4,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
104,524,2019/2020,3939018,David Thompson Secondary,39,Vancouver,Public,1755 55th Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.2208643,-123.0705555,2019,Vancouver,Gr 12 enrolment: 270,8.4,8.8,0.0,70.0,5.6,96.4,12.6,7.1,1,0.0,0.9829545454545454,0.017045454545454544,0.0,0.0,0.9829545454545454,5915022,65327,11.087160706070168
105,529,2019/2020,3939020,Windermere Community Secondary,39,Vancouver,Public,3155 27th Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.2469676,-123.0377443,2019,Vancouver,Gr 12 enrolment: 250,11.3,11.8,0.0,69.1,3.6,92.1,26.9,5.8,1,0.0,0.9967923015236567,0.0032076984763432237,0.0,0.0,0.9967923015236567,5915022,65327,11.087160706070168
106,534,2019/2020,3939022,Eric Hamber Secondary,39,Vancouver,Public,5025 Willow St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23984442,-123.1247422,2019,Vancouver,Gr 12 enrolment: 329,3.7,13.0,0.1,73.2,3.6,95.3,19.6,6.8,1,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
107,539,2019/2020,3939024,University Hill Secondary,39,Vancouver,Public,3228 Ross Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25399022,-123.239743,2019,Vancouver,Gr 12 enrolment: 221,7.5,4.7,0.0,69.8,13.5,98.1,13.7,5.3,1,0.0,0.9335989375830013,0.0,0.0,0.0199203187250996,0.9335989375830013,5915020,46322,10.743372289207658
108,544,2019/2020,3996004,Crofton House,39,Vancouver,Independent,3200 West 41st Avenue,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.23446031,-123.1772051,2019,Vancouver,Gr 12 enrolment: 98,0.0,4.9,0.0,82.6,0.0,100.0,0.6,10.0,0,0.0,0.9951969260326609,0.0,0.0,0.0,0.9951969260326609,5915022,65327,11.087160706070168
109,549,2019/2020,3996007,Vancouver College,39,Vancouver,Independent,5400 Cartier St,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.23584814,-123.1359201,2019,Vancouver,Gr 12 enrolment: 159,0.0,7.1,0.0,76.0,1.3,100.0,3.2,8.9,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
110,554,2019/2020,3996011,York House School,39,Vancouver,Independent,4176 Alexandra St,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.24855211,-123.1403115,2019,Vancouver,Gr 12 enrolment: 67,0.0,6.9,0.0,83.4,0.0,100.0,0.0,9.6,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
111,559,2019/2020,3996019,Little Flower Academy,39,Vancouver,Independent,4195 Alexandra St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24843,-123.14226,2019,Vancouver,Gr 12 enrolment: 95,0.0,1.5,0.0,85.0,0.0,100.0,0.0,10.0,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
112,564,2019/2020,3996022,Notre Dame Regional Secondary,39,Vancouver,Independent,2880 Venables St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27622335,-123.0448014,2019,Vancouver,Gr 12 enrolment: 129,0.0,4.9,0.0,72.7,1.6,100.0,0.0,7.4,0,0.006386861313868613,0.9917883211678832,0.0018248175182481751,0.0,0.0,0.9981751824817517,5915022,65327,11.087160706070168
113,569,2019/2020,3996451,King David High School,39,Vancouver,Independent,5718 Willow St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23345,-123.12279,2019,Vancouver,Gr 12 enrolment: 56,0.0,10.3,0.0,80.2,0.0,96.4,3.6,8.7,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
114,574,2019/2020,3996645,West Point Grey Academy,39,Vancouver,Independent,4125 West 8th Avenue,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.2665861,-123.2002978,2019,Vancouver,Gr 12 enrolment: 80,0.0,10.0,0.0,84.4,0.0,100.0,0.0,10.0,0,0.0,0.9948979591836735,0.0,0.0,0.0,0.9948979591836735,5915022,65327,11.087160706070168
115,579,2019/2020,3996692,Stratford Hall,39,Vancouver,Independent,3000 Commercial Dr,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.25753748,-123.0695384,2019,Vancouver,Gr 12 enrolment: 40,0.0,3.0,0.0,77.7,0.0,100.0,0.2,8.7,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
116,584,2019/2020,3996724,The Westside School,39,Vancouver,Independent,788 Beatty St,Vancouver,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.27757,-123.11344,2019,Vancouver,Gr 12 enrolment: 31,0.0,5.0,0.0,69.1,3.3,90.0,,4.5,0,0.0,1.0,0.0,0.0,0.0,1.0,5915022,65327,11.087160706070168
117,589,2019/2020,4040008,New Westminster Secondary,40,New Westminster,Public,835 Eighth St,New Westminster,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.21569822,-122.9287508,2019,New Westminster,Gr 12 enrolment: 530,7.5,7.5,15.4,69.2,7.1,95.3,10.7,6.7,1,0.002008032128514056,0.9926372155287818,0.00535475234270415,0.0,0.0,0.9946452476572959,5915029,64695,11.077439197750053
118,594,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,2019,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,70.5,7.4,97.2,9.7,6.5,1,0.0,1.0,0.0,0.0,0.0,1.0,5915025,64737,11.078088187203576
119,599,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,2019,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,68.7,10.1,96.6,17.2,5.1,1,0.0,0.9866567828020756,0.013343217197924388,0.0,0.0,0.9866567828020756,5915025,64737,11.078088187203576
120,604,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,2019,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,68.6,13.4,97.2,6.7,5.2,1,0.0007501875468867217,0.9992498124531133,0.0,0.0,0.0,1.0,5915025,64737,11.078088187203576
121,609,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,2019,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,72.3,4.2,99.0,12.9,8.1,1,0.0007485029940119761,0.9955089820359282,0.0037425149700598802,0.0,0.0,0.9962574850299402,5915025,64737,11.078088187203576
