,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
1593,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2019,Burnaby,321,5.1,6.0,23.0,73.0,2.8,96.0,9.4,7.6
1598,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2019,Burnaby,362,9.7,8.7,0.1,68.9,9.0,95.1,15.4,5.5
1604,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2019,Burnaby,341,2.6,11.2,0.0,71.1,8.2,98.6,10.5,6.4
1615,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2019,Burnaby,268,11.8,11.4,0.3,64.5,15.5,93.5,29.4,3.4
1618,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2019,Burnaby,123,0.0,6.5,0.0,75.9,1.7,100.0,0.0,8.3
1623,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2019,Maple Ridge,224,0.6,9.8,21.7,68.2,9.5,99.1,3.3,6.6
1627,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2019,Maple Ridge,140,0.6,14.1,0.0,62.8,25.8,96.9,7.3,4.1
1636,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2019,Maple Ridge,123,2.6,20.6,0.0,64.0,13.9,94.1,23.8,3.3
1640,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2019,Maple Ridge,223,1.9,12.6,0.0,67.9,5.9,98.3,13.2,6.0
1644,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2019,Maple Ridge,193,0.3,14.0,0.0,65.4,6.9,97.6,4.7,6.0
1657,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2019,Pitt Meadows,127,0.3,16.1,13.3,65.4,12.1,98.4,1.3,5.9
1659,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2019,Maple Ridge,45,0.0,0.0,0.0,81.8,0.0,100.0,0.0,9.4
1664,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2019,Coquitlam,309,5.6,11.1,0.0,66.5,10.6,96.1,7.5,5.4
1669,2019/2020,4343080,Ecole Dr Charles Best Secondary,43,Coquitlam,Public,2525 Como Lake Ave,Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26394856,-122.8224034,Charles Best,Public,2019,Coquitlam,382,1.6,8.0,44.1,74.4,2.4,97.6,5.7,8.5
1674,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2019,Coquitlam,331,2.4,9.0,0.0,70.4,10.4,93.2,11.4,5.2
1679,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2019,Coquitlam,433,6.7,6.6,0.0,67.2,12.4,96.4,15.5,4.7
1681,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2019,Port Moody,328,5.5,10.9,0.0,69.3,14.1,94.9,10.3,4.4
1682,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2019,Port Moody,377,6.9,9.8,0.0,71.9,3.8,98.6,2.5,7.6
1684,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2019,Port Coquitlam,381,3.3,13.7,24.3,69.1,8.7,95.4,6.5,5.5
1687,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2019,Port Coquitlam,457,2.0,14.8,0.0,64.5,12.0,95.4,12.2,4.6
1689,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2019,Port Coquitlam,38,0.6,8.7,0.0,73.0,5.9,93.9,20.9,4.7
1690,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2019,Port Coquitlam,113,5.2,4.9,0.0,72.7,2.5,100.0,0.0,8.1
1696,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2019,North Vancouver,155,2.0,12.3,2.1,67.4,9.6,97.7,11.9,4.9
1698,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2019,North Vancouver,275,1.9,13.1,23.4,69.5,4.5,97.8,6.0,6.4
1706,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2019,North Vancouver,288,3.4,7.9,23.1,72.5,4.6,98.9,2.4,7.3
1715,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2019,North Vancouver,194,1.0,11.5,22.0,70.7,6.7,100.0,3.7,6.8
1717,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2019,North Vancouver,299,3.5,12.4,0.4,70.2,5.7,98.8,10.9,6.4
1725,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,Seycove,Public,2019,North Vancouver,113,0.2,12.9,0.2,71.7,4.7,95.3,2.9,6.3
1728,2019/2020,4496062,St Thomas Aquinas,44,North Vancouver,Independent,541 Keith Rd W,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3194862,-123.08732,St Thomas Aquinas,Independent,2019,North Vancouver,133,0.0,9.9,0.0,75.9,5.4,99.2,0.7,8.0
1737,2019/2020,4545010,Sentinel Secondary,45,West Vancouver,Public,1250 Chartwell Dr,West Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34514634,-123.150574,Sentinel,Public,2019,West Vancouver,293,3.8,4.3,26.1,73.6,3.5,100.0,2.4,7.9
1741,2019/2020,4545015,West Vancouver Secondary,45,West Vancouver,Public,1750 Mathers Ave,West Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3378016,-123.1613719,West Vancouver,Public,2019,West Vancouver,299,7.4,9.1,0.0,69.2,7.4,98.3,4.3,6.8
1742,2019/2020,4545081,Rockridge Secondary,45,West Vancouver,Public,5350 Headland Dr,West Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.34888411,-123.2529882,Rockridge,Public,2019,West Vancouver,170,2.4,14.1,0.0,72.9,5.5,97.0,5.7,7.3
1745,2019/2020,4596367,Collingwood School,45,West Vancouver,Independent,70 Morven Dr,West Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.3604904,-123.120057,Collingwood,Independent,2019,West Vancouver,110,0.0,8.7,0.0,80.2,0.0,100.0,0.9,9.2
1748,2019/2020,4596701,Mulgrave School,45,West Vancouver,Independent,2330 Cypress Bowl Lane,West Vancouver,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.34950929,-123.1944224,Mulgrave,Independent,2019,West Vancouver,82,0.0,0.2,0.0,81.2,2.4,100.0,0.0,9.2
1749,2019/2020,4646008,Elphinstone Secondary,46,Sunshine Coast,Public,PO Box 770,Gibsons,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.40744108,-123.5172043,Elphinstone,Public,2019,Gibsons,96,2.6,16.3,0.0,72.0,0.0,100.0,1.1,7.6
1750,2019/2020,4646017,Chatelech Secondary,46,Sunshine Coast,Public,PO Box 1430,Sechelt,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.47352508,-123.7689176,Chatelech,Public,2019,Sechelt,81,2.2,24.4,0.0,68.7,5.3,94.8,8.7,5.8
1751,2019/2020,4747021,Brooks Secondary,47,Powell River,Public,5400 Marine Ave,Powell River,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.86258188,-124.542512,Brooks,Public,2019,Powell River,177,0.5,16.8,0.0,64.7,13.5,93.2,25.3,4.5
1752,2019/2020,4848004,Howe Sound Secondary,48,Sea to Sky,Public,PO Box 99 STN Main,Squamish,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.70699989,-123.1508761,Howe Sound,Public,2019,Squamish,146,0.3,7.5,12.3,68.7,7.4,98.7,0.2,7.1
1754,2019/2020,4848021,Pemberton Secondary,48,Sea to Sky,Public,PO Box 40,Pemberton,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.3235034,-122.801054,Pemberton,Public,2019,Pemberton,45,7.2,15.9,31.0,75.9,0.0,100.0,14.0,7.7
1755,2019/2020,4848022,Whistler Secondary,48,Sea to Sky,Public,8000 Alpine Way,Whistler,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.15096025,-122.9601872,Whistler,Public,2019,Whistler,89,4.6,9.6,23.8,71.1,4.3,98.9,6.2,7.0
1756,2019/2020,5112002,Grand Forks Secondary,51,Boundary,Public,PO Box 339,Grand Forks,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.03083662,-118.4515507,Grand Forks,Public,2019,Grand Forks,75,0.0,18.3,0.0,70.1,2.9,100.0,5.4,8.2
1757,2019/2020,5252018,Charles Hays Secondary,52,Prince Rupert,Public,PO Box 520,Prince Rupert,Standard School                         ,SECONDARY,YES,YES,NO,NO,54.3111547,-130.3042523,Charles Hays,Public,2019,Prince Rupert,151,2.1,15.5,6.9,66.6,11.7,96.4,27.2,6.7
1758,2019/2020,5314001,Southern Okanagan Secondary,53,Okanagan Similkameen,Public,PO Box 990,Oliver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18139783,-119.5568363,Southern Okanagan,Public,2019,Oliver,90,0.0,19.5,0.0,63.6,10.9,100.0,10.6,5.6
1759,2019/2020,5316004,Similkameen Elem-Secondary,53,Okanagan Similkameen,Public,PO Box 410,Keremeos,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.20977831,-119.8186293,Similkameen,Public,2019,Keremeos,45,1.2,22.1,0.0,65.3,7.0,100.0,4.9,5.5
1760,2019/2020,5454011,Houston Secondary,54,Bulkley Valley,Public,PO Box 1600,Houston,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.38876028,-126.6531898,Houston,Public,2019,Houston,37,0.0,15.2,0.0,66.9,5.6,91.9,16.6,6.0
1761,2019/2020,5454013,Smithers Secondary,54,Bulkley Valley,Public,PO Box 849,Smithers,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.79003818,-127.1806896,Smithers,Public,2019,Smithers,121,0.3,12.7,0.0,69.5,8.3,97.9,20.7,5.5
1764,2019/2020,5757012,Duchess Park Secondary,57,Prince George,Public,747 Winnipeg St,Prince George,Standard School                         ,SECONDARY,YES,YES,NO,NO,53.9164941,-122.7582139,Duchess Park,Public,2019,Prince George,187,0.0,11.1,28.8,69.0,6.9,94.1,21.3,5.6
1771,2019/2020,5757036,Prince George Secondary,57,Prince George,Public,2901 Griffiths Ave,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.9027216,-122.7785709,Prince George,Public,2019,Prince George,236,3.4,14.5,0.0,65.8,11.3,95.0,21.6,5.0
1775,2019/2020,5757047,Kelly Road/Shas ti Secondary,57,Prince George,Public,4540 Handlen Rd,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.99681095,-122.8034371,Kelly Road,Public,2019,Prince George,153,0.0,10.5,0.0,63.6,9.5,97.8,9.2,4.3
1778,2019/2020,5757100,D P Todd Secondary,57,Prince George,Public,4444 Hill Ave,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.92364025,-122.8128259,D P Todd,Public,2019,Prince George,114,0.6,15.3,0.0,66.5,10.0,93.3,25.4,3.5
1782,2019/2020,5757101,College Heights Secondary,57,Prince George,Public,6180 Domano Blvd,Prince George,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.86343631,-122.7640654,College Heights,Public,2019,Prince George,158,1.7,10.1,0.0,69.9,2.1,98.6,10.2,7.0
1788,2019/2020,5831005,Merritt Secondary,58,Nicola-Similkameen,Public,PO Box 5100,Merritt,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.1090735,-120.7961077,Merritt,Public,2019,Merritt,103,0.0,16.0,6.1,65.2,9.6,100.0,9.0,4.9
1789,2019/2020,5959008,Dawson Creek Secondary,59,Peace River South,Public,10701 10 St,Dawson Creek,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.7507264,-120.2427331,Dawson Creek,Public,2019,Dawson Creek,196,5.5,16.1,7.2,64.8,9.1,99.3,22.3,6.4
1792,2019/2020,5959011,Chetwynd Secondary,59,Peace River South,Public,5000-46 Street PO Box 447,Chetwynd,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.69558331,-121.6121916,Chetwynd,Public,2019,Chetwynd,48,0.7,8.6,3.7,58.0,26.7,97.7,21.9,0.0
1793,2019/2020,6060015,North Peace Secondary,60,Peace River North,Public,9304 86 St,Fort St John,Standard School                         ,SECONDARY,YES,YES,NO,NO,56.2400407,-120.8227386,North Peace,Public,2019,Fort St John,437,3.1,17.1,4.9,63.7,11.2,93.7,26.0,3.5
1806,2019/2020,6161018,Victoria High,61,Greater Victoria,Public,1260 Grant St,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.42968134,-123.3466759,Victoria High,Public,2019,Victoria,207,10.8,15.5,14.5,63.9,16.7,96.1,25.4,4.1
1812,2019/2020,6161024,Oak Bay Secondary,61,Greater Victoria,Public,2121 Cadboro Bay Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.43221175,-123.317427,Oak Bay,Public,2019,Victoria,350,3.5,11.6,22.7,72.4,6.3,98.5,4.7,6.7
1819,2019/2020,6161048,Esquimalt High,61,Greater Victoria,Public,847 Colville Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.43831269,-123.3964158,Esquimalt,Public,2019,Victoria,150,3.4,17.2,18.1,63.7,15.8,95.8,31.2,3.8
1831,2019/2020,6161049,Mount Douglas Secondary,61,Greater Victoria,Public,3970 Gordon Head Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.47133647,-123.3182574,Mount Douglas,Public,2019,Victoria,239,4.6,9.8,0.0,68.1,15.6,96.4,13.6,4.9
1843,2019/2020,6161057,Reynolds Secondary,61,Greater Victoria,Public,3963 Borden St,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4686656,-123.3594913,Reynolds,Public,2019,Victoria,288,9.2,11.2,25.4,67.5,14.0,97.3,10.4,5.2
1855,2019/2020,6161063,Spectrum Community,61,Greater Victoria,Public,957 Burnside Rd W,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.46232474,-123.4072902,Spectrum,Public,2019,Victoria,299,4.0,15.8,0.0,66.2,11.2,95.7,15.8,5.2
1860,2019/2020,6161064,Lambrick Park Secondary,61,Greater Victoria,Public,4139 Torquay Dr,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.47948169,-123.3307863,Lambrick Park,Public,2019,Victoria,181,2.3,12.1,0.0,61.9,20.5,90.8,21.4,1.9
1867,2019/2020,6262013,Belmont Secondary,62,Sooke,Public,3041 Langford Lake Rd,Victoria,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.4424729,-123.5293263,Belmont,Public,2019,Victoria,392,4.1,14.6,14.1,64.8,11.7,94.4,13.9,4.0
1884,2019/2020,6262038,Royal Bay Secondary,62,Sooke,Public,3500 Ryder Hesjedal Way,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.4092932,-123.4927158,Royal Bay,Public,2019,Victoria,273,2.2,13.9,0.0,63.5,14.4,96.7,12.7,4.0
1888,2019/2020,6363021,Claremont Secondary,63,Saanich,Public,4980 Wesley Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.51599014,-123.3748932,Claremont,Public,2019,Victoria,292,2.0,11.1,0.1,72.1,4.6,98.9,4.1,7.3
1899,2019/2020,6196008,St Michaels University School - Senior,61,Greater Victoria,Independent,3400 Richmond Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.45210537,-123.3285068,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1900,2019/2020,6196008,St Michaels University School - Senior,61,Greater Victoria,Independent,3400 Richmond Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.45210537,-123.3285068,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1901,2019/2020,6196008,St Michaels University School - Senior,61,Greater Victoria,Independent,3400 Richmond Rd,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.45210537,-123.3285068,St Michaels,Independent,2019,Victoria,145,5.6,4.2,0.0,77.2,2.8,100.0,0.0,8.1
1904,2019/2020,6196010,St Margaret's,61,Greater Victoria,Independent,1080 Lucas Ave,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.48046821,-123.3637144,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1905,2019/2020,6196010,St Margaret's,61,Greater Victoria,Independent,1080 Lucas Ave,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.48046821,-123.3637144,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1907,2019/2020,6196021,Glenlyon Norfolk School,61,Greater Victoria,Independent,801 Bank St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.42026893,-123.329413,Glenlyon Norfolk,Independent,2019,Victoria,56,3.6,11.3,0.0,80.0,1.7,98.2,3.5,8.4
1913,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,Pacific Christian,Independent,2019,Victoria,101,0.8,10.0,0.0,69.4,11.0,92.7,5.7,4.3
1914,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1915,2019/2020,6196084,Pacific Christian School,61,Greater Victoria,Independent,654 Agnes St,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47319618,-123.3843328,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1919,2019/2020,6196265,Discovery School,61,Greater Victoria,Independent,4052 Wilkinson Rd,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47548174,-123.4132093,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1920,2019/2020,6196265,Discovery School,61,Greater Victoria,Independent,4052 Wilkinson Rd,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47548174,-123.4132093,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1924,2019/2020,6196341,St Andrew's Regional High,61,Greater Victoria,Independent,880 Mckenzie Ave,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.46930191,-123.3741777,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1925,2019/2020,6196341,St Andrew's Regional High,61,Greater Victoria,Independent,880 Mckenzie Ave,Victoria,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.46930191,-123.3741777,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1929,2019/2020,6196347,Selkirk Montessori School,61,Greater Victoria,Independent,2970 Jutland Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.44079577,-123.3786069,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1930,2019/2020,6196347,Selkirk Montessori School,61,Greater Victoria,Independent,2970 Jutland Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.44079577,-123.3786069,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1939,2019/2020,6196427,Maria Montessori Academy,61,Greater Victoria,Independent,991 Ambassador Ave,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47379443,-123.3187349,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1940,2019/2020,6196427,Maria Montessori Academy,61,Greater Victoria,Independent,991 Ambassador Ave,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.47379443,-123.3187349,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1944,2019/2020,6196520,Christ Church Cathedral School,61,Greater Victoria,Independent,912 Vancouver St,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.4222074,-123.3577623,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1945,2019/2020,6196520,Christ Church Cathedral School,61,Greater Victoria,Independent,912 Vancouver St,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.4222074,-123.3577623,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1954,2019/2020,6196827,Artemis Place Secondary,61,Greater Victoria,Independent,3020 Richmond Rd,Victoria,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.44419577,-123.3274726,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1955,2019/2020,6196827,Artemis Place Secondary,61,Greater Victoria,Independent,3020 Richmond Rd,Victoria,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.44419577,-123.3274726,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1964,2019/2020,6196891,ArtsCalibre Academy,61,Greater Victoria,Independent,4201 Tyndall Ave,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.4801966,-123.322221,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1965,2019/2020,6196891,ArtsCalibre Academy,61,Greater Victoria,Independent,4201 Tyndall Ave,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.4801966,-123.322221,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1969,2019/2020,6296432,West-Mont School,62,Sooke,Independent,4075 Metchosin Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.38959672,-123.5222942,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1970,2019/2020,6296432,West-Mont School,62,Sooke,Independent,4075 Metchosin Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.38959672,-123.5222942,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1974,2019/2020,6296461,Lighthouse Christian Academy,62,Sooke,Independent,1289 Parkdale Dr,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.43803394,-123.5329957,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1975,2019/2020,6296461,Lighthouse Christian Academy,62,Sooke,Independent,1289 Parkdale Dr,Victoria,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.43803394,-123.5329957,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
