,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,SCHOOL_NAME_y
412,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Hugh McRoberts,Public,2017,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,69.2,7.7,98.8,6.2,6.6,Hugh McRoberts
413,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Hugh McRoberts,Public,2018,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,72.3,4.8,97.6,7.4,6.7,Hugh McRoberts
414,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Hugh McRoberts,Public,2019,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,73.3,2.4,98.9,7.6,8.1,Hugh McRoberts
415,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,J N Burnett,Public,2015,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,74.9,7.0,92.1,18.5,6.9,J N Burnett
416,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,J N Burnett,Public,2016,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,75.1,7.1,97.5,11.8,7.5,J N Burnett
417,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,J N Burnett,Public,2017,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,70.6,11.4,96.7,14.3,6.3,J N Burnett
418,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,J N Burnett,Public,2018,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,72.6,7.5,94.8,15.7,6.6,J N Burnett
419,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,J N Burnett,Public,2019,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,68.5,8.7,97.8,7.9,5.3,J N Burnett
420,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Matthew McNair,Public,2015,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,66.0,15.5,90.2,21.7,4.4,Matthew McNair
421,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Matthew McNair,Public,2016,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,65.0,16.3,88.0,21.2,4.6,Matthew McNair
422,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Matthew McNair,Public,2017,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,63.8,19.4,91.9,21.7,3.7,Matthew McNair
423,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Matthew McNair,Public,2018,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,65.7,15.2,92.0,13.2,4.4,Matthew McNair
424,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Matthew McNair,Public,2019,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,68.1,9.1,91.2,14.5,5.4,Matthew McNair
425,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Steveston-London,Public,2015,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,74.5,5.7,97.8,10.8,7.6,Steveston-London
426,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Steveston-London,Public,2016,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,74.3,7.5,96.2,11.1,7.0,Steveston-London
427,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Steveston-London,Public,2017,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,68.9,11.5,96.0,11.7,6.2,Steveston-London
428,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Steveston-London,Public,2018,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,71.5,16.1,93.5,13.8,5.0,Steveston-London
429,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Steveston-London,Public,2019,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,71.2,8.1,96.6,5.9,6.2,Steveston-London
430,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Cambie,Public,2015,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,65.5,15.0,89.1,22.0,4.2,Cambie
431,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Cambie,Public,2016,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,65.5,13.4,94.5,11.4,5.4,Cambie
432,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Cambie,Public,2017,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,66.1,9.9,94.8,15.9,6.1,Cambie
433,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Cambie,Public,2018,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,63.4,17.6,89.3,16.0,3.2,Cambie
434,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Cambie,Public,2019,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,67.8,4.4,96.3,11.8,6.6,Cambie
435,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Robert Alexander McMath,Public,2015,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,73.6,3.8,96.3,9.9,7.7,Robert Alexander McMath
436,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Robert Alexander McMath,Public,2016,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,73.5,3.6,95.9,13.3,7.6,Robert Alexander McMath
437,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Robert Alexander McMath,Public,2017,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,71.9,7.3,96.7,7.4,6.7,Robert Alexander McMath
438,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Robert Alexander McMath,Public,2018,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,70.5,4.8,97.6,4.7,6.5,Robert Alexander McMath
439,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Robert Alexander McMath,Public,2019,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,72.1,2.6,98.7,6.9,7.8,Robert Alexander McMath
440,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,A.R. MacNeill,Public,2015,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,67.5,13.8,90.8,20.9,4.4,A.R. MacNeill
441,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,A.R. MacNeill,Public,2016,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,68.2,12.6,94.7,16.9,5.6,A.R. MacNeill
442,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,A.R. MacNeill,Public,2017,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,63.1,15.7,90.3,18.6,4.0,A.R. MacNeill
443,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,A.R. MacNeill,Public,2018,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,64.5,12.2,93.2,13.1,4.3,A.R. MacNeill
444,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,A.R. MacNeill,Public,2019,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,66.1,11.0,91.0,16.0,4.3,A.R. MacNeill
445,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Richmond,Public,2015,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,74.2,4.6,97.5,15.9,7.4,Richmond
446,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Richmond,Public,2016,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,75.0,5.5,97.2,15.0,7.3,Richmond
447,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Richmond,Public,2017,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,68.9,6.8,98.7,11.7,6.9,Richmond
448,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Richmond,Public,2018,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,71.9,8.1,98.3,16.2,5.8,Richmond
449,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Richmond,Public,2019,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,71.1,4.7,97.4,9.2,5.9,Richmond
450,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Richmond Christian,Independent,2015,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.0,3.7,100.0,0.0,8.9,Richmond Christian
451,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Richmond Christian,Independent,2016,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.8,0.8,100.0,0.5,9.2,Richmond Christian
452,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Richmond Christian,Independent,2017,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.5,0.0,98.3,4.2,9.9,Richmond Christian
453,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Richmond Christian,Independent,2018,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.9,1.5,100.0,1.1,9.3,Richmond Christian
454,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Richmond Christian,Independent,2019,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,82.2,0.0,98.7,2.1,9.9,Richmond Christian
455,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,King George,Public,2015,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.5,11.7,97.3,16.2,6.0,King George
456,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,King George,Public,2016,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.5,9.0,85.9,24.7,5.4,King George
457,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,King George,Public,2017,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,5.6,91.8,25.1,6.1,King George
458,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,King George,Public,2018,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.6,10.0,96.4,21.9,5.7,King George
459,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,King George,Public,2019,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,9.6,93.9,22.7,4.7,King George
460,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Magee,Public,2015,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,74.4,5.6,98.6,11.8,7.5,Magee
461,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Magee,Public,2016,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,73.7,5.0,96.1,13.9,7.3,Magee
462,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Magee,Public,2017,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,68.5,13.4,97.2,7.7,6.0,Magee
463,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Magee,Public,2018,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,69.1,9.8,98.4,5.0,5.6,Magee
464,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Magee,Public,2019,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,72.6,3.4,97.8,8.4,7.2,Magee
465,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Britannia,Public,2015,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,61.1,23.8,92.3,16.5,3.6,Britannia
466,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Britannia,Public,2016,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,62.8,19.3,96.5,21.7,4.1,Britannia
467,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Britannia,Public,2017,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,62.5,18.9,85.1,35.2,2.4,Britannia
468,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Britannia,Public,2018,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,67.0,13.0,92.9,14.4,4.5,Britannia
469,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Britannia,Public,2019,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,66.4,13.2,96.7,26.8,4.5,Britannia
470,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,Kitsilano,Public,2015,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.1,6.8,96.9,11.8,6.8,Kitsilano
471,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,Kitsilano,Public,2016,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.9,5.5,94.1,12.9,7.1,Kitsilano
472,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,Kitsilano,Public,2017,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.8,6.5,96.4,14.5,6.8,Kitsilano
473,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,Kitsilano,Public,2018,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,72.3,5.1,96.8,13.3,6.7,Kitsilano
474,2019/2020,3939006,Kitsilano Secondary,39,Vancouver,Public,2706 Trafalgar St,Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26241661,-123.163662,Kitsilano,Public,2019,Vancouver,Gr 12 enrolment: 256,1.5,13.6,37.4,71.5,3.8,97.2,13.1,6.6,Kitsilano
475,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,John Oliver,Public,2015,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,67.1,9.6,93.8,25.7,5.8,John Oliver
476,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,John Oliver,Public,2016,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,64.0,16.0,90.7,23.4,4.6,John Oliver
477,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,John Oliver,Public,2017,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,60.2,20.6,91.0,33.4,2.7,John Oliver
478,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,John Oliver,Public,2018,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,65.8,9.7,94.8,34.1,5.1,John Oliver
479,2019/2020,3939007,John Oliver Secondary,39,Vancouver,Public,530 41st Ave E,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23242989,-123.0934574,John Oliver,Public,2019,Vancouver,Gr 12 enrolment: 228,21.4,15.7,0.0,65.1,7.6,95.3,28.1,5.2,John Oliver
480,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,Lord Byng,Public,2015,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,79.5,1.7,98.7,2.9,8.7,Lord Byng
481,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,Lord Byng,Public,2016,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,78.9,1.8,99.2,5.8,8.7,Lord Byng
482,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,Lord Byng,Public,2017,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,77.6,4.8,95.5,7.0,8.1,Lord Byng
483,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,Lord Byng,Public,2018,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,74.3,6.3,98.2,1.6,7.1,Lord Byng
484,2019/2020,3939008,Lord Byng Secondary,39,Vancouver,Public,3939 16th Ave W,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25851699,-123.1924906,Lord Byng,Public,2019,Vancouver,Gr 12 enrolment: 235,5.1,8.9,0.0,75.8,1.7,100.0,0.8,8.4,Lord Byng
485,2019/2020,3939010,Templeton Secondary,39,Vancouver,Public,727 Templeton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792305,-123.060861,Templeton,Public,2015,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,69.6,8.0,90.6,20.4,5.7,Templeton
486,2019/2020,3939010,Templeton Secondary,39,Vancouver,Public,727 Templeton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792305,-123.060861,Templeton,Public,2016,Vancouver,Gr 12 enrolment: 158,3.3,16.8,0.0,68.1,11.1,91.2,24.6,5.6,Templeton
