SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,4848021,Pemberton Secondary,048,Sea to Sky,Public School,PO Box 40,Pemberton                     ,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.3235034,-122.801054
2019/2020,4848022,Whistler Secondary,048,Sea to Sky,Public School,8000 Alpine Way,Whistler                      ,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.15096025,-122.9601872
2019/2020,4848023,Brackendale Elementary,048,Sea to Sky,Public School,PO Box 280,Brackendale                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.77067163,-123.1518011
2019/2020,4848024,Signal Hill Elementary,048,Sea to Sky,Public School,1410 Portage Rd,Pemberton                     ,Standard School                         ,ELEMENTARY,YES,NO,YES,NO,50.31904952,-122.8044544
2019/2020,4848025,Spring Creek Community School,048,Sea to Sky,Public School,1509 Spring Creek Dr,Whistler                      ,Standard School                         ,ELEMENTARY,YES,NO,YES,NO,50.0862201,-123.0216799
2019/2020,4848026,Don Ross Middle School,048,Sea to Sky,Public School,PO Box 299,Brackendale                   ,Standard School                         ,MIDDLE SCHOOL,YES,YES,YES,NO,49.77368691,-123.1527891
2019/2020,4848027,Stawamus School,048,Sea to Sky,Public School,PO Box 640 STN Main,Squamish                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.6950631,-123.1428663
2019/2020,4896700,Whistler Waldorf School,048,Sea to Sky,Independent School,PO Box 1501,Whistler                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,50.13375969,-122.9487093
2019/2020,4896709,Squamish Waldorf School,048,Sea to Sky,Independent School,38265 Westway Ave,Squamish                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.70240434,-123.1308006
2019/2020,4896826,Squamish Montessori Elementary,048,Sea to Sky,Independent School,41273 Horizon Dr,Squamish                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.72633854,-123.1397221
2019/2020,4896871,Coast Mountain Academy,048,Sea to Sky,Independent School,3295 Mamquam Rd,Squamish                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.73767817,-123.0951628
2019/2020,4899147,Sea to Sky Online School,048,Sea to Sky,Public School,PO Box 640 STN Main,Squamish                      ,Distributed Learning Programs           ,SECONDARY,YES,NO,NO,NO,49.6950631,-123.1428663
2019/2020,4899215,Sea to Sky Alternative School,048,Sea to Sky,Public School,38478 Carson Place PO BOX 99,Squamish                      ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.6950631,-123.1428663
2019/2020,4949002,Sir Alexander Mackenzie Secondary,049,Central Coast,Public School,PO Bag 800,Hagensborg                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,52.3887807,-126.5396867
2019/2020,4949004,Bella Coola Elementary,049,Central Coast,Public School,PO Box 7,Bella Coola                   ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,52.37326762,-126.7584914
2019/2020,4949006,Oweekeno Elementary,049,Central Coast,Public School,Bag 130,Hagensborg                    ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,51.67989801,-127.2309004
2019/2020,4949007,Shearwater Elementary,049,Central Coast,Public School,Bag 130,Hagensborg                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.1472396,-128.0921208
2019/2020,4949008,Nusatsum Elementary/Secondary,049,Central Coast,Public School,PO Box 18,Hagensborg                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.388737,-126.538529
2019/2020,4997012,Bella Bella Community School,049,Central Coast,Independent School,General Delivery,Bella Bella                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,52.162496,-128.145935
2019/2020,4997170,Acwsalcta Band School,049,Central Coast,Independent School,PO Box 778,Bella Coola                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,52.362897,-126.713971
2019/2020,4999321,Central Coast Distributed Learning,049,Central Coast,Public School,PO Box 7,Bella Coola                   ,Distributed Learning Programs           ,NO ENROLMENT REPORTED,NO,NO,NO,NO,52.3831831,-126.7516058
2019/2020,5050001,Gudangaay Tlaats'gaa Naay,050,Haida Gwaii,Public School,PO Box 208,Masset                        ,Standard School                         ,SECONDARY,NO,NO,NO,NO,54.0115171,-132.1442626
2019/2020,5050002,Port Clements Elementary,050,Haida Gwaii,Public School,PO Box 288,Port Clements                 ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,53.6862263,-132.1832475
2019/2020,5050004,Agnes L Mathers Elementary Secondary,050,Haida Gwaii,Public School,PO Box 227,Sandspit                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,53.24398081,-131.8256697
2019/2020,5050008,Tahayghen Elementary,050,Haida Gwaii,Public School,PO Box 290,Masset                        ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.015028,-132.1491875
2019/2020,5050011,Sk'aadgaa Naay Elementary,050,Haida Gwaii,Public School,PO Box 1252,Queen Charlotte               ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,53.28080345,-131.9743964
2019/2020,5050012,Gidgalang Kuuyas Naay,050,Haida Gwaii,Public School,PO Box 70 Queen Charlotte,Queen Charlotte               ,Standard School                         ,SECONDARY,YES,NO,NO,NO,53.25537844,-132.0984983
2019/2020,5096623,Living And Learning School,050,Haida Gwaii,Independent School,PO Box 850,Queen Charlotte City          ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,53.25453413,-132.0826662
2019/2020,5099107,SD 50 Distributed Learning Program,050,Haida Gwaii,Public School,PO Box 227,Sandspit                      ,Distributed Learning Programs           ,SECONDARY,NO,NO,NO,NO,53.24398081,-131.8256697
2019/2020,5112001,Dr D A Perley Elementary,051,Boundary,Public School,PO Box 908,Grand Forks                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.02978409,-118.4501613
2019/2020,5112002,Grand Forks Secondary,051,Boundary,Public School,PO Box 339,Grand Forks                   ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.03083662,-118.4515507
2019/2020,5112004,Christina Lake Elementary,051,Boundary,Public School,PO Box 240,Christina Lake                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.03930994,-118.2119847
2019/2020,5112005,John A. Hutton Elementary,051,Boundary,Public School,PO Box 1390,Grand Forks                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.026,-118.47
2019/2020,5113002,Beaverdell Elementary,051,Boundary,Public School,PO Box 116,Beaverdell                    ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.4375484,-119.0872425
2019/2020,5113005,Midway Elementary,051,Boundary,Public School,PO Box 40,Midway                        ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.00717809,-118.773186
2019/2020,5113007,Greenwood Elementary,051,Boundary,Public School,PO Box 219,Greenwood                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.10593682,-118.6777997
2019/2020,5113010,Boundary Central Secondary,051,Boundary,Public School,PO Box 159,Midway                        ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.00660109,-118.7686173
2019/2020,5113012,West Boundary Elementary,051,Boundary,Public School,Site 120 Comp 11 RR2,Rock Creek                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.05248783,-118.98608
2019/2020,5151013,Big White Community School,051,Boundary,Public School,PO Box 45086 STN Rutland,Kelowna                       ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.71578727,-118.9222866
2019/2020,5199169,Walker Development Centre,051,Boundary,Public School,PO Box 310,Grand Forks                   ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.03308439,-118.4418797
2019/2020,5252003,Conrad Elementary,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.3209013,-130.3002244
2019/2020,5252005,Port Edward Elementary,052,Prince Rupert,Public School,PO Box 520,Port Edward                   ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.22098229,-130.2895923
2019/2020,5252006,Roosevelt Park Elementary,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,54.30654237,-130.3267619
2019/2020,5252014,Pineridge Elementary,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.2987741,-130.3366571
2019/2020,5252017,Hartley Bay Elem-Jr Secondary,052,Prince Rupert,Public School,224 Galagm Laxa Ave,Hartley Bay                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,53.4248063,-129.2536647
2019/2020,5252018,Charles Hays Secondary,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Standard School                         ,SECONDARY,YES,YES,NO,NO,54.3111547,-130.3042523
2019/2020,5252019,Lax Kxeen Elementary,052,Prince Rupert,Public School,PO Box 520 STN Main,Prince Rupert                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.318046,-130.309636
2019/2020,5252020,Prince Rupert Middle,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,54.30850726,-130.3176822
2019/2020,5296122,Annunciation School,052,Prince Rupert,Independent School,627 5th Ave W,Prince Rupert                 ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,54.30991429,-130.3247651
2019/2020,5297028,Coast Tsimshian Academy,052,Prince Rupert,Independent School,1600 Legaic St,Lax Kw'Alaams                 ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.55423405,-130.4319634
2019/2020,5297072,Lach Klan School,052,Prince Rupert,Independent School,PO Box 148,Kitkatla                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,53.79519752,-130.4320299
2019/2020,5299087,Pacific Coast School,052,Prince Rupert,Public School,PO Box 520,Prince Rupert                 ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,54.31381035,-130.3245995
2019/2020,5314001,Southern Okanagan Secondary,053,Okanagan Similkameen,Public School,PO Box 990,Oliver                        ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18139783,-119.5568363
2019/2020,5314002,Okanagan Falls Elementary,053,Okanagan Similkameen,Public School,PO Box 6,Okanagan Falls                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3421,-119.575
2019/2020,5314004,Oliver Elementary,053,Okanagan Similkameen,Public School,PO Box 989,Oliver                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.18279269,-119.5571801
2019/2020,5314005,Osoyoos Elementary,053,Okanagan Similkameen,Public School,PO Box 580,Osoyoos                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.02891217,-119.4669679
2019/2020,5314007,Tuc-el-Nuit Elementary,053,Okanagan Similkameen,Public School,Box 1440,Oliver                        ,Standard School                         ,ELEMENTARY,YES,NO,YES,NO,49.19005674,-119.5392138
2019/2020,5314008,Osoyoos Secondary,053,Okanagan Similkameen,Public School,5800 115th St,Osoyoos                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.02150415,-119.4812902
2019/2020,5316003,Cawston Primary School,053,Okanagan Similkameen,Public School,517 School Rd,Cawston                       ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.17986526,-119.7612567
2019/2020,5316004,Similkameen Elem-Secondary,053,Okanagan Similkameen,Public School,PO Box 410,Keremeos                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.20977831,-119.8186293
2019/2020,5353000,YouLearn.ca-CE,053,Okanagan Similkameen,Public School,PO Box 940,Oliver                        ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,49.18032288,-119.5572714
2019/2020,5397491,Sen Pok Chin,053,Okanagan Similkameen,Independent School,1155 SenPokChin Blvd,Oliver                        ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.18495,-119.532842
2019/2020,5399162,YouLearn.ca-DL,053,Okanagan Similkameen,Public School,PO Box 940,Oliver                        ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.18032288,-119.5572714
2019/2020,5399216,YouLearn.ca-ALT,053,Okanagan Similkameen,Public School,PO Box 940,Oliver                        ,Alternate Programs                      ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.18032288,-119.5572714
2019/2020,5399288,Osoyoos Secondary Alt,053,Okanagan Similkameen,Public School,5800 115th St,Osoyoos                       ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.02150415,-119.4812902
2019/2020,5399289,Similkameen Secondary Alt,053,Okanagan Similkameen,Public School,PO Box 410,Keremeos                      ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.20977831,-119.8186293
2019/2020,5399290,Southern Okanagan Alt,053,Okanagan Similkameen,Public School,PO Box 990,Oliver                        ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.18139783,-119.5568363
2019/2020,5454004,Silverthorne Elementary,054,Bulkley Valley,Public School,PO Box 430,Houston                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.3976,-126.645
2019/2020,5454005,Telkwa Elementary,054,Bulkley Valley,Public School,PO Box 68,Telkwa                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.6964199,-127.0490661
2019/2020,5454006,Muheim Memorial Elementary,054,Bulkley Valley,Public School,PO Box 2260 3659 3rd Ave,Smithers                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,54.7781195,-127.1673682
2019/2020,5454010,Walnut Park Elementary,054,Bulkley Valley,Public School,PO Box 2692,Smithers                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.78696468,-127.1702141
